price,kms_driven,owner,age,power,brand
48000.0,26000.0,1,7,220.0,3
40000.0,4000.0,1,5,110.0,6
65000.0,8800.0,1,3,150.0,5
12999.0,65000.0,1,13,150.0,3
87000.0,20000.0,1,6,200.0,2
47000.0,24445.0,1,8,200.0,3
31000.0,34525.0,1,7,100.0,3
72500.0,19000.0,1,4,150.0,7
85000.0,9148.0,1,6,200.0,3
60000.0,16000.0,1,5,160.0,8
49000.0,7524.0,1,5,150.0,3
160700.0,10000.0,1,3,200.0,2
150000.0,7500.0,1,5,200.0,2
37000.0,13500.0,1,5,150.0,3
70000.0,56353.0,1,5,200.0,3
40000.0,25000.0,1,7,220.0,3
62000.0,1123.0,1,2,125.0,5
44000.0,15000.0,1,4,150.0,3
51000.0,28000.0,1,5,220.0,3
75000.0,11460.0,1,3,220.0,3
106000.0,1175.0,1,2,200.0,3
85000.0,15000.0,1,7,250.0,6
50000.0,3300.0,1,4,125.0,3
35740.0,20400.0,1,4,125.0,3
24500.0,25000.0,1,10,150.0,5
70000.0,56353.0,1,5,200.0,3
37000.0,13500.0,1,5,150.0,3
150000.0,7500.0,1,5,200.0,2
160700.0,10000.0,1,3,200.0,2
42100.0,22560.0,1,11,150.0,3
73000.0,16658.0,1,6,150.0,5
40000.0,25000.0,1,7,220.0,3
80000.0,7000.0,1,3,160.0,8
81800.0,3700.0,1,2,150.0,7
45900.0,27000.0,1,6,220.0,3
86200.0,9300.0,1,4,200.0,3
155000.0,13500.0,1,5,250.0,10
46000.0,24374.0,1,6,200.0,3
23000.0,37000.0,1,7,110.0,6
66000.0,8000.0,1,3,150.0,5
20000.0,19211.0,1,6,110.0,6
95000.0,11000.0,1,2,220.0,3
108000.0,2982.0,1,3,150.0,5
39000.0,5000.0,1,5,150.0,3
85000.0,15000.0,1,7,250.0,6
42000.0,19000.0,1,5,160.0,6
35000.0,18000.0,1,6,150.0,3
33800.0,17000.0,1,5,150.0,3
35000.0,38717.0,1,5,150.0,3
42000.0,19000.0,1,5,160.0,6
31500.0,20000.0,1,8,160.0,8
35000.0,18000.0,1,6,150.0,3
35000.0,18000.0,1,5,150.0,3
65000.0,18000.0,1,3,160.0,3
25000.0,29000.0,1,9,125.0,6
89000.0,5000.0,1,2,150.0,6
130000.0,15000.0,1,2,200.0,3
128000.0,8000.0,1,3,150.0,5
72000.0,7419.0,1,3,150.0,7
108500.0,10000.0,1,2,200.0,8
74500.0,10000.0,1,4,220.0,3
24000.0,6300.0,1,4,100.0,3
80000.0,17000.0,1,3,220.0,3
81000.0,22000.0,1,3,220.0,3
130000.0,15000.0,1,2,200.0,3
128000.0,8000.0,1,3,150.0,5
72000.0,7419.0,1,3,150.0,7
108500.0,10000.0,1,2,200.0,8
74500.0,10000.0,1,4,220.0,3
24000.0,6300.0,1,4,100.0,3
80000.0,17000.0,1,3,220.0,3
81000.0,22000.0,1,3,220.0,3
75000.0,16000.0,1,4,220.0,3
72000.0,32542.0,1,6,150.0,5
73000.0,7461.0,1,4,150.0,7
69500.0,28000.0,1,6,200.0,3
78500.0,9800.0,1,3,160.0,8
87000.0,7000.0,1,2,160.0,8
145000.0,16000.0,1,5,300.0,12
30000.0,11000.0,1,13,110.0,6
140000.0,14000.0,1,5,200.0,2
98000.0,17000.0,1,3,250.0,5
75000.0,3419.0,1,3,200.0,8
57000.0,17000.0,1,5,150.0,3
21000.0,34688.0,1,13,160.0,8
68500.0,8100.0,1,3,160.0,3
35000.0,38717.0,1,5,150.0,3
75000.0,3419.0,1,3,200.0,8
50000.0,12000.0,1,4,150.0,7
70000.0,5000.0,1,4,220.0,3
76000.0,7500.0,1,4,150.0,3
45000.0,10200.0,1,4,125.0,3
60000.0,3500.0,1,4,150.0,3
25000.0,33000.0,1,7,100.0,3
99999.0,5500.0,1,3,150.0,7
75000.0,15000.0,1,4,220.0,3
53000.0,10000.0,1,5,180.0,3
25000.0,16801.0,1,6,125.0,7
46500.0,21342.0,1,5,150.0,3
52000.0,17000.0,1,4,180.0,3
70000.0,13500.0,1,4,160.0,6
93200.0,6500.0,1,5,150.0,6
78000.0,16000.0,1,6,200.0,3
43000.0,32000.0,1,5,150.0,3
50390.0,45949.0,1,4,160.0,8
55000.0,2000.0,1,9,150.0,6
76000.0,10000.0,1,4,200.0,3
73000.0,2100.0,1,3,180.0,8
29000.0,39000.0,1,6,150.0,3
49000.0,7500.0,1,5,150.0,7
30000.0,7334.0,1,7,100.0,3
70000.0,3400.0,1,4,150.0,3
65000.0,7000.0,1,4,160.0,3
28500.0,30000.0,1,7,150.0,3
62400.0,8100.0,1,4,200.0,3
66000.0,15000.0,1,2,150.0,3
85000.0,7000.0,1,2,160.0,8
18551.0,21832.0,1,13,135.0,3
95000.0,13890.0,1,3,200.0,8
53400.0,1500.0,1,3,110.0,6
120000.0,8700.0,1,5,200.0,3
58000.0,44580.0,1,5,160.0,6
97000.0,10473.0,1,3,150.0,5
38000.0,29451.0,1,5,100.0,3
24500.0,14324.0,1,6,125.0,3
129000.0,1123.0,1,2,125.0,2
20000.0,28000.0,1,9,150.0,3
82000.0,14180.0,1,7,150.0,5
24500.0,26453.0,1,9,125.0,6
59300.0,9107.0,1,3,150.0,5
80000.0,6300.0,1,3,150.0,5
75000.0,15000.0,1,4,220.0,3
25000.0,16801.0,1,6,125.0,7
53000.0,10000.0,1,5,180.0,3
50390.0,45949.0,1,4,160.0,8
93200.0,6500.0,1,5,150.0,6
55000.0,2000.0,1,9,150.0,6
43000.0,6336.0,1,4,150.0,3
82000.0,14180.0,1,7,150.0,5
22500.0,25431.0,1,9,100.0,3
59300.0,9107.0,1,3,150.0,5
69000.0,15000.0,1,3,180.0,3
24500.0,14324.0,1,6,125.0,3
75800.0,6500.0,1,3,200.0,3
80000.0,6300.0,1,3,150.0,5
129000.0,1123.0,1,2,125.0,2
24500.0,26453.0,1,9,125.0,6
30000.0,22000.0,1,9,110.0,8
58000.0,14000.0,1,5,160.0,8
75200.0,16000.0,1,3,150.0,7
26900.0,20000.0,1,9,180.0,3
145000.0,15000.0,1,4,200.0,2
106000.0,4508.0,1,4,150.0,5
34000.0,17501.0,1,10,150.0,3
41000.0,15800.0,1,4,100.0,3
22000.0,42554.0,1,6,125.0,6
140000.0,9500.0,1,5,200.0,2
58000.0,29451.0,1,6,150.0,7
91800.0,1050.0,1,2,160.0,8
43000.0,17000.0,1,5,150.0,3
45000.0,5800.0,1,7,220.0,3
72250.0,6282.0,1,5,200.0,2
106000.0,4508.0,1,4,150.0,5
58000.0,14000.0,1,5,160.0,8
140000.0,2881.0,1,7,250.0,10
18000.0,39859.0,1,11,150.0,5
29000.0,9000.0,1,9,150.0,6
35000.0,26000.0,1,2,150.0,3
138000.0,7253.0,1,2,250.0,5
63000.0,19333.0,1,4,220.0,3
77500.0,45.0,1,3,150.0,5
27000.0,29858.0,1,4,100.0,3
44000.0,27000.0,1,6,220.0,3
22000.0,19000.0,1,9,150.0,5
19000.0,23420.0,1,10,100.0,3
126999.0,22000.0,1,5,200.0,2
25000.0,41000.0,1,8,100.0,8
90000.0,12500.0,1,3,200.0,3
89000.0,800.0,1,2,160.0,6
47000.0,13935.0,1,5,150.0,3
62000.0,11500.0,1,4,220.0,3
70000.0,7000.0,1,3,180.0,3
31000.0,21447.0,1,7,100.0,3
41500.0,15000.0,1,3,100.0,3
36000.0,2980.0,1,6,160.0,8
138000.0,7253.0,1,2,250.0,5
63000.0,19333.0,1,4,220.0,3
77500.0,45.0,1,3,150.0,5
27000.0,29858.0,1,4,100.0,3
44000.0,27000.0,1,6,220.0,3
160000.0,5000.0,1,6,250.0,10
29000.0,9000.0,1,9,150.0,6
89000.0,3000.0,1,2,160.0,8
34000.0,26840.0,1,9,150.0,3
112000.0,4000.0,1,3,150.0,5
27000.0,35000.0,1,7,150.0,6
39100.0,16000.0,1,6,150.0,7
48000.0,13000.0,1,5,150.0,3
44800.0,30000.0,1,5,150.0,3
20300.0,39450.0,1,14,135.0,3
62000.0,18500.0,1,5,150.0,3
45000.0,33000.0,1,5,150.0,3
43300.0,21000.0,1,8,150.0,6
95000.0,11000.0,1,6,200.0,3
40000.0,40600.0,1,7,150.0,6
24000.0,52345.0,1,7,110.0,6
57000.0,500.0,1,4,150.0,3
93000.0,7500.0,1,3,200.0,8
54000.0,8000.0,1,5,150.0,3
75000.0,5399.0,1,4,220.0,3
22000.0,40000.0,1,13,135.0,3
79999.0,10922.0,1,4,200.0,3
85000.0,6000.0,1,4,150.0,7
52200.0,4500.0,1,4,150.0,7
48000.0,27098.0,1,5,150.0,3
65000.0,20000.0,1,7,220.0,3
110000.0,26000.0,1,6,200.0,2
68000.0,5800.0,1,4,220.0,3
30000.0,8000.0,1,5,100.0,8
108000.0,9700.0,1,4,250.0,5
33000.0,44020.0,1,7,150.0,6
91500.0,7000.0,1,6,200.0,3
94500.0,10000.0,1,6,200.0,3
80000.0,17000.0,1,6,200.0,3
26900.0,31000.0,1,8,125.0,3
55000.0,15558.0,1,4,150.0,3
110000.0,5700.0,1,6,200.0,3
31500.0,26000.0,1,7,150.0,3
21000.0,40000.0,1,9,150.0,3
52000.0,3840.0,1,3,125.0,6
90000.0,2684.0,1,3,200.0,8
95000.0,24500.0,1,3,150.0,5
51900.0,25000.0,1,4,150.0,3
40000.0,34400.0,1,5,160.0,8
28000.0,36000.0,1,11,125.0,6
55000.0,20000.0,1,6,160.0,8
84000.0,3200.0,1,4,150.0,7
74700.0,20194.0,1,2,160.0,8
48600.0,20559.0,1,4,150.0,5
39300.0,53000.0,1,5,160.0,6
85000.0,13000.0,1,4,250.0,5
61000.0,10000.0,1,4,150.0,5
69825.0,28261.0,1,4,150.0,5
20000.0,38576.0,1,11,135.0,3
75000.0,39000.0,1,5,150.0,5
21000.0,40000.0,1,9,150.0,3
52000.0,3840.0,1,3,125.0,6
59999.0,35958.0,1,5,200.0,8
65000.0,15000.0,1,3,150.0,5
66400.0,12500.0,1,5,180.0,8
31500.0,56423.0,1,8,125.0,6
100000.0,11760.0,1,4,200.0,3
26500.0,22000.0,1,10,160.0,8
75000.0,13000.0,1,6,150.0,5
45000.0,22000.0,1,6,150.0,3
36500.0,9000.0,1,3,110.0,6
40200.0,43000.0,1,7,160.0,8
16000.0,22141.0,1,7,150.0,3
110900.0,4200.0,1,3,150.0,5
72500.0,9500.0,1,4,160.0,6
33000.0,14000.0,1,4,100.0,3
94300.0,13000.0,1,6,200.0,3
110000.0,23500.0,1,4,150.0,6
118000.0,25000.0,1,7,200.0,2
14800.0,39525.0,1,11,100.0,3
55000.0,15558.0,1,4,150.0,3
110000.0,5700.0,1,6,200.0,3
31500.0,26000.0,1,7,150.0,3
90000.0,2684.0,1,3,200.0,8
95000.0,24500.0,1,3,150.0,5
51900.0,25000.0,1,4,150.0,3
40000.0,34400.0,1,5,160.0,8
28000.0,36000.0,1,11,125.0,6
84000.0,3200.0,1,4,150.0,7
74700.0,20194.0,1,2,160.0,8
85000.0,13000.0,1,4,250.0,5
61000.0,10000.0,1,4,150.0,5
69825.0,28261.0,1,4,150.0,5
26000.0,12340.0,1,5,100.0,8
82000.0,17252.0,1,5,200.0,3
52000.0,15583.0,1,4,125.0,6
67000.0,26000.0,1,3,150.0,3
20000.0,18438.0,1,9,110.0,6
48600.0,20559.0,1,4,150.0,5
39300.0,53000.0,1,5,160.0,6
45000.0,17000.0,1,5,160.0,6
90000.0,2684.0,1,3,200.0,8
78000.0,14500.0,1,3,200.0,8
21700.0,28000.0,1,8,125.0,3
21800.0,28000.0,1,8,150.0,3
65500.0,12000.0,1,8,150.0,6
89025.0,5800.0,1,6,150.0,5
145000.0,2476.0,1,2,125.0,2
93000.0,7500.0,1,3,200.0,8
54000.0,8000.0,1,5,150.0,3
63647.0,6750.0,1,5,150.0,3
44000.0,2525.0,1,4,150.0,3
52000.0,7845.0,1,5,150.0,3
115204.0,9000.0,1,4,250.0,5
33000.0,50000.0,1,9,125.0,3
20000.0,18000.0,1,10,100.0,3
65000.0,20000.0,1,7,220.0,3
52200.0,4500.0,1,4,150.0,7
48000.0,27098.0,1,5,150.0,3
22000.0,40000.0,1,13,135.0,3
61400.0,33000.0,1,9,150.0,5
110000.0,26000.0,1,6,200.0,2
68000.0,5800.0,1,4,220.0,3
30000.0,8000.0,1,5,100.0,8
108000.0,9700.0,1,4,250.0,5
33000.0,44020.0,1,7,150.0,6
27800.0,20000.0,1,10,150.0,5
53200.0,28100.0,1,7,200.0,3
69600.0,20500.0,1,3,220.0,3
72000.0,50000.0,1,4,220.0,3
95000.0,11000.0,1,6,200.0,3
40000.0,40600.0,1,7,150.0,6
24000.0,52345.0,1,7,110.0,6
57000.0,500.0,1,4,150.0,3
22900.0,12000.0,1,5,100.0,8
19000.0,48568.0,1,14,125.0,5
115000.0,35000.0,1,5,300.0,12
60000.0,15252.0,1,6,150.0,6
20000.0,38576.0,1,11,135.0,3
35000.0,41016.0,1,9,180.0,3
65000.0,15112.0,1,5,220.0,3
110000.0,12300.0,1,5,200.0,3
26000.0,25000.0,1,7,110.0,6
37000.0,18110.0,1,6,125.0,6
90000.0,39000.0,1,6,200.0,3
65000.0,7200.0,1,3,160.0,3
121700.0,18000.0,1,5,200.0,3
18000.0,25000.0,1,9,100.0,3
42000.0,15327.0,1,5,150.0,3
105000.0,10468.0,1,2,250.0,5
20500.0,30000.0,1,9,100.0,3
19000.0,16206.0,1,9,125.0,3
45000.0,27000.0,1,9,200.0,3
25000.0,16954.0,1,6,100.0,3
34000.0,8048.0,1,3,100.0,8
115000.0,1954.0,1,3,150.0,5
30000.0,15059.0,1,3,100.0,3
30500.0,22422.0,1,9,125.0,6
30000.0,61743.0,1,8,110.0,6
60000.0,4900.0,1,4,150.0,3
42000.0,30000.0,1,4,150.0,3
15000.0,12800.0,1,12,150.0,3
33000.0,42816.0,1,6,150.0,5
45000.0,30000.0,1,5,150.0,3
13500.0,55239.0,1,12,180.0,3
24000.0,10000.0,1,5,100.0,8
25000.0,21539.0,1,4,100.0,8
25600.0,25000.0,1,7,125.0,6
70000.0,34000.0,1,7,150.0,6
63000.0,19443.0,1,5,150.0,3
120000.0,11850.0,1,5,200.0,2
115600.0,16000.0,1,3,150.0,5
40000.0,14836.0,1,8,150.0,5
90000.0,16500.0,1,6,200.0,3
88000.0,20000.0,1,5,200.0,3
90000.0,16500.0,1,6,200.0,3
57000.0,16056.0,1,4,160.0,8
155000.0,5862.0,1,2,250.0,7
55000.0,8351.0,1,2,110.0,6
59000.0,10800.0,1,5,220.0,3
32000.0,28000.0,1,9,150.0,5
46000.0,7400.0,1,3,125.0,6
35273.0,3100.0,1,8,150.0,5
38000.0,22200.0,1,5,150.0,3
31000.0,16257.0,1,5,110.0,7
60000.0,24581.0,1,4,150.0,5
65800.0,9200.0,1,5,150.0,3
60000.0,30000.0,1,4,160.0,6
13500.0,55239.0,1,12,180.0,3
85000.0,10000.0,1,3,200.0,3
75000.0,3400.0,1,4,200.0,3
68000.0,14544.0,1,3,220.0,3
80000.0,13000.0,1,4,250.0,5
100000.0,20000.0,1,4,250.0,5
60000.0,17423.0,1,4,150.0,6
57473.0,42000.0,1,10,250.0,6
16000.0,46589.0,1,11,135.0,3
22000.0,12257.0,1,5,100.0,8
35000.0,15621.0,1,4,125.0,3
33000.0,18000.0,1,4,110.0,8
41000.0,15478.0,1,6,150.0,7
36000.0,28554.0,1,4,125.0,3
25000.0,16954.0,1,6,100.0,3
34000.0,8048.0,1,3,100.0,8
115000.0,1954.0,1,3,150.0,5
30000.0,15059.0,1,3,100.0,3
30500.0,22422.0,1,9,125.0,6
30000.0,61743.0,1,8,110.0,6
60000.0,4900.0,1,4,150.0,3
110000.0,12300.0,1,5,200.0,3
93500.0,2500.0,1,2,200.0,8
38700.0,22540.0,1,5,150.0,3
63000.0,19854.0,1,4,150.0,5
67000.0,21483.0,1,3,200.0,8
70000.0,10741.0,1,4,160.0,6
80000.0,15009.0,1,3,220.0,3
52000.0,30000.0,1,5,180.0,3
33085.0,35000.0,1,8,220.0,3
29515.0,27281.0,1,5,160.0,6
45000.0,21205.0,1,6,160.0,8
55000.0,30578.0,1,6,150.0,5
18000.0,13550.0,1,8,125.0,3
35000.0,30154.0,1,10,220.0,3
130000.0,1300.0,1,1,200.0,8
79000.0,12966.0,1,3,200.0,3
35000.0,14500.0,1,12,150.0,3
35000.0,37000.0,1,8,110.0,12
98000.0,749.0,1,1,160.0,8
25600.0,25000.0,1,7,125.0,6
70000.0,34000.0,1,7,150.0,6
42000.0,44400.0,1,8,220.0,3
120000.0,11850.0,1,5,200.0,2
115600.0,16000.0,1,3,150.0,5
58000.0,7500.0,1,4,125.0,6
40000.0,14836.0,1,8,150.0,5
37000.0,39500.0,1,5,150.0,3
111300.0,8000.0,1,2,125.0,2
68000.0,21400.0,1,4,200.0,8
60000.0,35641.0,1,5,220.0,3
38000.0,46333.0,1,5,125.0,3
38000.0,41736.0,1,7,220.0,3
80000.0,32000.0,1,6,200.0,3
41000.0,29324.0,1,7,200.0,3
70926.0,17772.0,1,3,150.0,7
78000.0,14500.0,1,3,200.0,8
21700.0,28000.0,1,8,125.0,3
21800.0,28000.0,1,8,150.0,3
155000.0,2200.0,1,2,200.0,2
20300.0,26000.0,1,7,100.0,3
54000.0,3700.0,1,2,110.0,6
35000.0,7285.0,1,3,110.0,3
60000.0,15000.0,1,4,150.0,7
42000.0,15327.0,1,5,150.0,3
105000.0,10468.0,1,2,250.0,5
65000.0,40000.0,1,4,180.0,8
26000.0,12000.0,1,10,100.0,3
93000.0,9772.0,1,3,200.0,8
38700.0,22540.0,1,5,150.0,3
85000.0,5000.0,1,3,200.0,8
63000.0,19854.0,1,4,150.0,5
67000.0,21483.0,1,3,200.0,8
70000.0,10741.0,1,4,160.0,6
80000.0,15009.0,1,3,220.0,3
120000.0,35000.0,1,5,200.0,3
62000.0,21000.0,1,5,150.0,5
80000.0,32000.0,1,6,200.0,3
68000.0,21400.0,1,4,200.0,8
70926.0,17772.0,1,3,150.0,7
38000.0,41736.0,1,7,220.0,3
38000.0,46333.0,1,5,125.0,3
32000.0,34169.0,1,7,150.0,5
42000.0,19877.0,1,5,180.0,8
30000.0,16920.0,1,5,150.0,3
79000.0,12966.0,1,3,200.0,3
32000.0,34169.0,1,7,150.0,5
42000.0,19877.0,1,5,180.0,8
30000.0,16920.0,1,5,150.0,3
28000.0,50000.0,1,7,180.0,8
90000.0,2684.0,1,3,200.0,8
28000.0,18184.0,1,8,100.0,3
52600.0,8000.0,1,2,110.0,6
40100.0,26134.0,1,5,180.0,3
56000.0,40772.0,1,5,180.0,3
40000.0,34000.0,1,11,150.0,5
26000.0,25000.0,1,7,110.0,6
36000.0,13240.0,1,9,150.0,3
37000.0,18110.0,1,6,125.0,6
63000.0,19443.0,1,5,150.0,3
145200.0,11200.0,1,5,250.0,11
16000.0,67614.0,1,10,125.0,7
90000.0,32000.0,1,4,150.0,5
35600.0,41932.0,1,5,150.0,3
24000.0,35456.0,1,10,150.0,5
35000.0,23599.0,1,6,160.0,8
88000.0,24263.0,1,5,150.0,5
90000.0,23500.0,1,4,150.0,6
108000.0,5000.0,1,6,200.0,2
17500.0,21037.0,1,11,100.0,3
146400.0,10300.0,1,5,250.0,11
67000.0,12500.0,1,4,200.0,8
20500.0,31542.0,1,12,150.0,6
64000.0,4455.0,1,4,200.0,8
48000.0,14751.0,1,4,125.0,6
43000.0,16000.0,1,3,110.0,6
99700.0,21000.0,1,3,150.0,5
135000.0,3000.0,1,2,150.0,5
62000.0,5100.0,1,5,160.0,8
75000.0,13000.0,1,3,150.0,5
42000.0,29000.0,1,6,180.0,3
33000.0,18148.0,1,5,150.0,3
63000.0,1639.0,1,4,160.0,8
78000.0,6200.0,1,3,200.0,8
145000.0,3000.0,1,3,150.0,5
108000.0,5000.0,1,6,200.0,2
90000.0,23500.0,1,4,150.0,6
125000.0,530.0,1,2,200.0,8
90000.0,32000.0,1,4,150.0,5
24000.0,35456.0,1,10,150.0,5
37000.0,4069.0,1,4,110.0,8
35600.0,41932.0,1,5,150.0,3
48000.0,14751.0,1,4,125.0,6
26500.0,25036.0,1,6,125.0,6
42000.0,22000.0,1,7,150.0,3
39000.0,9923.0,1,2,125.0,3
64000.0,4455.0,1,4,200.0,8
56000.0,7078.0,1,3,150.0,7
135000.0,3000.0,1,2,150.0,5
43000.0,16000.0,1,3,110.0,6
35000.0,21000.0,1,8,125.0,6
37000.0,4069.0,1,4,110.0,8
105000.0,28000.0,1,6,200.0,3
26500.0,25036.0,1,6,125.0,6
42000.0,22000.0,1,7,150.0,3
18000.0,53800.0,1,14,135.0,3
21000.0,11000.0,1,10,110.0,6
57100.0,39000.0,1,10,250.0,6
108000.0,2500.0,1,4,150.0,5
145000.0,3000.0,1,3,150.0,5
40000.0,28673.0,1,4,110.0,8
5800.0,25000.0,1,13,125.0,8
6890.0,68917.0,1,16,150.0,3
9500.0,42014.0,1,14,125.0,3
41300.0,29900.0,1,6,150.0,3
40000.0,18000.0,1,8,150.0,5
65000.0,38558.0,1,5,160.0,6
62000.0,7000.0,1,3,180.0,3
139900.0,2900.0,1,4,200.0,3
67000.0,6266.0,1,2,150.0,3
71000.0,10653.0,1,3,220.0,3
18000.0,52400.0,1,15,100.0,3
99000.0,8000.0,1,3,250.0,5
37000.0,12500.0,1,6,150.0,5
75000.0,13000.0,1,3,150.0,5
33000.0,18148.0,1,5,150.0,3
78000.0,6200.0,1,3,200.0,8
71000.0,10653.0,1,3,220.0,3
67000.0,6266.0,1,2,150.0,3
99000.0,8000.0,1,3,250.0,5
62240.0,3706.0,1,7,200.0,2
64999.0,30000.0,1,9,200.0,2
9500.0,42014.0,1,14,125.0,3
5800.0,25000.0,1,13,125.0,8
6890.0,68917.0,1,16,150.0,3
56000.0,7078.0,1,3,150.0,7
39000.0,9923.0,1,2,125.0,3
95000.0,2500.0,1,4,200.0,8
55000.0,21000.0,1,5,160.0,6
42000.0,14500.0,1,7,150.0,5
38500.0,21500.0,1,6,150.0,5
16000.0,67614.0,1,10,125.0,7
145200.0,11200.0,1,5,250.0,11
57500.0,15000.0,1,4,180.0,3
47500.0,15000.0,1,7,220.0,3
35500.0,15000.0,1,9,150.0,5
35000.0,58464.0,1,7,150.0,3
24500.0,54867.0,1,9,110.0,6
50000.0,50000.0,1,7,150.0,5
55000.0,18255.0,1,5,150.0,3
32000.0,21455.0,1,9,150.0,6
76000.0,26724.0,1,4,220.0,3
16500.0,26850.0,1,12,150.0,3
72000.0,17800.0,1,4,150.0,5
58000.0,33000.0,1,6,220.0,3
83000.0,14208.0,1,4,150.0,5
115000.0,6900.0,1,3,150.0,5
23000.0,23560.0,1,9,100.0,3
150000.0,17500.0,1,4,250.0,2
49000.0,28800.0,1,8,200.0,3
26000.0,26000.0,1,6,110.0,8
42000.0,11898.0,1,5,135.0,3
20000.0,35000.0,1,9,125.0,3
105000.0,500.0,1,2,200.0,3
30000.0,26000.0,1,8,125.0,3
52099.0,13500.0,1,4,125.0,6
32000.0,5937.0,1,11,180.0,3
56000.0,56000.0,1,5,220.0,3
152000.0,40.0,1,2,125.0,2
65000.0,38558.0,1,5,160.0,6
62000.0,7000.0,1,3,180.0,3
58000.0,24000.0,1,5,220.0,3
76000.0,8000.0,1,2,160.0,8
60000.0,2400.0,1,3,180.0,8
